chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,173879,0,0,-2,2,0,4,3.2,3.7,1,Tammy,3.2,118,False,,,73,173879.jpg,3.2,Abraham,2.6,False,,a,5,8,13,51130,669,184715,5194,0.4,1.8,Abraham,192,1,1,1,4,0,0,0,0,0,0,0,41,42.0,15.5,113.0,17.1,180,20,199,28,34,17,81,18,,,,,2.0,
100.0,100.0,176413,0,0,-2,2,0,3,0.8,1.3,2,Christian,0.8,119,False,,2020-09-14T22:30:19.934227Z,83,176413.jpg,1.5,Pulisic,4.1,False,,a,5,8,3,189057,4607,616191,3480,0.1,0.4,Pulisic,93,0,0,0,2,0,0,0,0,0,0,0,13,17.8,12.5,28.0,5.9,272,114,228,131,149,78,244,114,6.0,,,,,
,,184341,0,0,-1,1,1,3,4.0,4.5,2,Mason,4.0,120,False,,,69,184341.jpg,4.5,Mount,6.4,False,,a,5,8,18,248345,2211,384444,8232,0.6,2.6,Mount,341,1,1,0,8,0,0,0,0,0,0,2,73,80.0,109.6,137.0,32.6,86,33,21,12,24,9,25,11,2.0,,1.0,,,
,,194794,0,0,-2,2,0,2,0.0,0.5,0,Fikayo,0.0,121,False,,,48,194794.jpg,0.0,Tomori,0.3,False,,a,5,8,0,4968,131,15662,261,0.0,0.0,Tomori,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0.0,2.7,242,94,343,128,456,183,307,112,,,,,,
,,209046,0,0,-2,2,0,3,2.2,2.7,0,Callum,2.2,122,False,,,58,209046.jpg,3.3,Hudson-Odoi,0.4,False,,a,5,8,10,19308,196,28050,1071,0.4,1.7,Hudson-Odoi,137,1,0,1,0,0,0,0,0,0,0,0,44,46.6,59.5,49.0,15.5,166,66,62,43,83,45,94,53,4.0,,,,,
,,225796,-1,1,0,0,1,2,0.8,1.3,1,Reece,0.8,123,False,,,50,225796.jpg,4.2,James,13.1,False,,a,5,8,17,925264,1960,535851,31578,0.2,3.4,James,273,1,1,0,7,0,0,0,1,0,0,4,88,139.6,125.3,17.0,28.3,18,4,11,5,197,58,32,3,1.0,,,,,
0.0,0.0,243568,0,0,0,0,0,3,0.0,0.0,0,Billy,0.0,124,False,Knee injury - Expected back 31 Oct,2020-08-15T10:00:11.591471Z,45,243568.jpg,0.0,Gilmour,0.1,False,,i,5,8,0,1822,25,6270,134,0.0,0.0,Gilmour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,188,470,189,438,170,485,188,,,,,,
100.0,100.0,172850,0,0,1,-1,1,2,5.2,5.7,3,Benjamin,5.2,232,False,,2020-10-13T20:30:13.983738Z,56,172850.jpg,10.5,Chilwell,11.3,False,,a,5,8,21,785462,62020,125714,2820,0.9,3.8,Chilwell,180,1,2,1,3,0,0,0,1,0,0,3,76,106.4,114.0,48.0,26.9,46,14,18,6,84,13,40,6,3.0,,,,,
75.0,0.0,51090,0,0,0,0,0,2,1.4,0.0,0,Thiago,1.8,490,False,Fatigue - 75% chance of playing,2020-10-16T13:30:23.625681Z,55,51090.jpg,3.5,Thiago,2.1,False,,d,5,8,7,61781,257,137450,5904,0.3,1.3,Thiago Silva,162,0,0,1,3,0,0,0,0,0,0,0,41,40.0,15.3,2.0,5.8,190,75,202,52,289,103,245,83,,,,,,
,,219847,0,0,-1,1,0,3,4.8,5.3,7,Kai,4.8,500,False,,,84,219847.jpg,4.2,Havertz,9.0,False,,a,5,8,21,401946,9271,654707,5778,0.6,2.5,Havertz,394,1,2,1,7,0,0,0,0,0,0,0,75,93.0,92.6,67.0,25.3,62,23,29,20,58,31,46,23,,,,,,
0.0,0.0,228286,0,0,0,0,0,1,0.0,0.0,0,Edouard,2.0,548,False,Thigh injury - Expected back 31 Oct,2020-10-09T00:00:14.848511Z,50,228286.jpg,6.0,Mendy,1.2,False,,i,5,8,6,124405,435,61035,5805,0.4,1.2,Mendy,90,0,0,1,0,0,0,0,0,0,0,0,20,5.0,0.0,0.0,0.5,323,23,528,53,520,53,350,23,,,,,,
100.0,100.0,94245,0,0,-2,2,0,4,1.0,0.5,0,Michy,0.5,108,False,,2020-09-27T12:30:10.890923Z,58,94245.jpg,1.0,Batshuayi,0.7,False,,a,6,31,2,20103,263,119349,527,0.1,0.3,Batshuayi,24,0,0,0,0,0,0,0,0,0,0,0,2,1.4,0.3,3.0,0.4,355,41,340,45,274,46,356,45,,,,,,
100.0,100.0,19419,0,0,0,0,0,2,0.5,0.0,0,Gary,0.0,125,False,,2020-08-15T10:00:11.611500Z,45,19419.jpg,0.0,Cahill,0.1,False,,a,6,31,0,1703,295,3342,47,0.0,0.0,Cahill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,176,428,175,388,160,449,176,,,,,,
25.0,25.0,20066,0,0,-1,1,0,1,0.1,0.0,0,Wayne,0.0,126,False,Muscle injury - 25% chance of playing,2020-10-15T01:00:16.946989Z,44,20066.jpg,0.0,Hennessey,0.6,False,,d,6,31,0,5711,37,22726,475,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,38,385,17,342,15,407,38,,,,,,
100.0,100.0,40784,0,0,0,0,0,2,1.3,0.8,0,Mamadou,0.8,127,False,,2020-08-15T10:00:11.633422Z,45,40784.jpg,1.0,Sakho,0.3,False,,a,6,31,3,18073,365,8341,182,0.2,0.7,Sakho,270,0,0,0,7,0,0,0,0,0,0,0,28,33.6,1.6,6.0,4.2,217,84,299,108,253,81,276,94,,,,,,
,,40836,0,0,0,0,1,1,1.7,1.2,0,Vicente,1.2,128,False,,,50,40836.jpg,3.8,Guaita,4.9,False,,a,6,31,15,273060,2345,144547,1671,0.2,3.0,Guaita,360,0,0,1,7,0,0,0,0,0,13,3,69,94.2,0.0,0.0,9.4,59,6,519,50,504,49,177,7,,,,,,
100.0,100.0,49413,0,0,0,0,0,2,0.5,0.0,0,James,0.0,129,False,,2020-08-15T10:00:11.660937Z,45,49413.jpg,0.0,Tomkins,0.0,False,,a,6,31,0,270,37,379,5,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,178,435,178,395,163,455,178,,,,,,
,,50471,0,0,-1,1,0,3,1.7,1.2,0,James,1.2,130,False,,,54,50471.jpg,2.0,McArthur,0.2,False,,a,6,31,8,3082,35,8330,106,0.2,1.5,McArthur,338,0,0,1,5,0,0,0,1,0,0,0,40,72.4,44.3,13.0,13.0,102,40,97,68,207,106,120,63,,,,,,
0.0,0.0,50472,0,0,0,0,0,3,0.0,0.0,0,James,1.5,131,False,Hamstring injury - Expected back 07 Nov,2020-10-14T10:00:21.275991Z,45,50472.jpg,2.0,McCarthy,2.2,False,,i,6,31,8,104220,38,123409,5148,0.3,1.8,McCarthy,316,0,0,1,5,0,0,0,1,0,0,0,44,47.4,24.6,8.0,8.0,162,64,157,94,233,120,205,100,5.0,,,,,
100.0,100.0,54861,0,0,0,0,0,4,0.7,0.2,0,Christian,0.2,132,False,,2020-09-06T03:00:11.019701Z,55,54861.jpg,1.0,Benteke,0.2,False,,a,6,31,1,14506,249,20495,200,0.0,0.2,Benteke,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,4.0,0.4,547,57,548,60,270,45,355,44,,,,,,
,,55037,0,0,0,0,0,3,3.7,3.2,0,Cheikhou,3.2,133,False,,,50,55037.jpg,4.0,Kouyaté,0.7,False,,a,6,31,16,48594,508,23599,641,0.6,3.2,Kouyaté,360,1,0,1,7,0,0,0,0,0,0,2,55,98.4,10.7,65.0,17.5,54,21,240,133,61,33,78,46,,,,,,
,,55494,0,0,0,0,0,2,0.7,0.2,0,Joel,0.2,134,False,,,45,55494.jpg,1.8,Ward,1.7,False,,a,6,31,7,47644,471,63504,649,0.0,1.6,Ward,360,0,0,1,7,0,0,0,2,0,0,0,39,58.0,14.8,4.0,7.7,135,51,204,54,263,87,211,65,,,,,,
,,58786,0,0,-2,2,0,2,0.5,0.0,0,Martin,0.0,135,False,,,43,58786.jpg,0.0,Kelly,0.6,False,,a,6,31,0,4183,176,47844,307,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,149,378,148,334,130,400,149,,,,,,
0.0,0.0,59125,0,0,0,0,0,4,0.0,0.0,0,Connor,0.0,136,False,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,45,59125.jpg,0.0,Wickham,0.8,False,,i,6,31,0,24180,148,62863,1000,0.0,0.0,Wickham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453,45,439,49,399,49,458,50,,,,,,
,,60252,0,0,1,-1,0,3,4.5,4.0,0,Andros,4.0,137,False,,,61,60252.jpg,6.0,Townsend,3.7,False,,a,6,31,24,312684,2617,134345,3420,0.7,3.9,Townsend,360,1,2,1,7,0,0,0,0,0,0,4,82,108.6,122.3,42.0,27.3,40,15,12,7,106,55,39,19,3.0,,3.0,,,
,,66975,0,0,-2,2,0,3,1.0,0.5,0,Luka,0.5,138,False,,,58,66975.jpg,1.0,Milivojevic,0.4,False,,a,6,31,3,5081,53,41341,280,0.1,0.5,Milivojevic,41,0,0,0,2,0,0,0,0,0,0,0,16,19.8,34.0,0.0,5.3,263,109,120,80,556,224,255,120,1.0,,1.0,,1.0,
100.0,100.0,74230,0,0,-1,1,0,2,0.5,0.0,0,Patrick,0.0,139,False,,2020-08-15T10:00:11.682747Z,54,74230.jpg,0.0,van Aanholt,0.1,False,,a,6,31,0,7960,960,5242,77,0.0,0.0,van Aanholt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,208,540,208,534,206,547,208,2.0,,2.0,,2.0,
,,80146,0,0,-2,2,0,4,2.7,2.2,0,Jordan,2.2,140,False,,,58,80146.jpg,2.8,Ayew,3.2,False,,a,6,31,11,72733,920,290696,3254,0.4,1.9,Ayew,341,0,1,1,7,0,0,0,0,0,0,0,14,27.0,6.1,70.0,10.3,240,28,257,37,54,21,164,26,,,,,4.0,
75.0,75.0,82403,0,0,2,-2,1,3,3.8,3.4,0,Wilfried,4.5,141,False,Groin Injury - 75% chance of playing,2020-10-16T22:00:20.908105Z,72,82403.jpg,6.5,Zaha,18.7,False,,d,6,31,26,1264421,2533,706711,35820,0.6,3.6,Zaha,360,3,0,1,7,0,0,0,1,0,0,3,64,109.8,59.2,152.0,32.2,37,13,63,44,21,8,27,12,,,,,3.0,
75.0,75.0,86417,0,0,0,0,0,3,1.7,1.4,0,Jeffrey,1.8,142,False,Muscle injury - 75% chance of playing,2020-09-27T22:00:12.368852Z,55,86417.jpg,4.5,Schlupp,0.1,False,,d,6,31,9,7669,4,10053,103,0.3,1.6,Schlupp,154,0,1,2,0,0,0,0,1,0,0,1,27,37.8,35.0,22.0,9.5,203,82,117,78,170,92,175,85,,,,,,
,,141020,0,0,-1,1,0,3,0.5,0.0,0,Max,0.0,143,False,,,49,141020.jpg,0.0,Meyer,0.0,False,,a,6,31,0,860,22,2529,45,0.0,0.0,Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,201,503,202,482,188,515,201,,,,,,
100.0,100.0,173954,0,0,-1,1,0,3,1.0,0.5,0,Jairo,0.5,144,False,,2020-09-17T13:00:13.792094Z,44,173954.jpg,1.0,Riedewald,0.4,False,,a,6,31,2,27802,439,16722,352,0.1,0.5,Riedewald,20,0,0,0,2,0,0,0,0,0,0,0,6,1.4,0.7,0.0,0.2,353,162,319,156,369,149,361,164,,,,,,
0.0,0.0,232423,0,0,0,0,0,2,0.0,0.0,0,Nathan,0.0,145,False,Knee injury - Unknown return date,2020-08-26T09:30:07.992498Z,40,232423.jpg,0.0,Ferguson,1.1,False,,i,6,31,0,23117,127,62624,498,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,141,370,141,325,122,391,141,,,,,,
,,244723,1,-1,2,-2,0,2,2.0,1.5,0,Tyrick,1.5,146,False,,,42,244723.jpg,3.0,Mitchell,26.7,False,,a,6,31,12,1149146,10657,276471,4981,0.4,2.9,Mitchell,360,0,1,1,7,0,0,0,0,0,0,0,54,59.4,10.1,2.0,7.2,130,49,246,75,275,94,221,69,,,,,,
,,466955,0,0,-1,1,0,3,0.5,0.0,0,Brandon,0.0,147,False,,,44,466955.jpg,0.0,Pierrick,0.1,False,,a,6,31,0,2721,255,4320,82,0.0,0.0,Pierrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,177,426,178,386,155,447,177,,,,,,
100.0,100.0,19188,0,0,0,0,0,2,0.5,0.0,0,Scott,0.0,486,False,,2020-09-25T09:00:10.989226Z,45,19188.jpg,7.0,Dann,0.7,False,,a,6,31,7,44762,81,52935,319,0.0,1.6,Dann,90,0,0,1,0,0,0,0,0,0,0,1,24,15.6,0.4,8.0,2.4,280,112,328,123,232,73,315,116,,,,,,
100.0,100.0,232413,0,0,-1,1,0,3,1.7,1.2,0,Eberechi,1.2,489,False,,2020-09-06T03:00:11.308404Z,59,232413.jpg,1.5,Eze,0.4,False,,a,6,31,6,15132,182,28314,326,0.2,1.0,Eze,188,0,0,0,7,0,0,0,0,0,0,0,23,22.0,28.0,35.0,8.5,254,105,140,90,126,66,196,93,4.0,,,,,
100.0,100.0,221272,0,0,0,0,0,2,0.5,0.0,0,Sam,0.0,522,False,,2020-09-15T22:30:15.910235Z,40,221272.jpg,0.0,Woods,0.6,False,,a,6,31,0,32443,1476,13341,308,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,385,140,369,140,322,119,390,140,,,,,,
0.0,0.0,114536,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,534,False,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,114536.jpg,0.0,Inniss,0.1,False,,u,6,31,0,4340,11,2871,280,0.0,0.0,Inniss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,134,361,134,311,110,382,134,,,,,,
,,57328,0,0,0,0,0,2,2.2,1.7,0,Nathaniel,0.0,577,False,,,45,57328.jpg,0.0,Clyne,0.0,False,,a,6,31,0,1523,220,324,27,0.0,0.0,Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,179,436,179,396,164,456,179,,,,,,
100.0,100.0,41823,0,0,-1,1,0,3,0.7,-0.3,0,Fabian,0.2,149,False,,2020-09-10T13:00:10.111328Z,49,41823.jpg,1.0,Delph,0.0,False,,a,7,11,1,1223,29,2344,68,0.0,0.2,Delph,32,0,0,0,1,0,0,0,0,0,0,0,6,4.0,0.8,0.0,0.5,329,149,312,153,466,183,349,156,,,,,,
,,55422,0,0,-1,1,0,3,2.5,1.5,1,Gylfi,2.0,150,False,,,69,55422.jpg,1.8,Sigurdsson,1.0,False,,a,7,11,9,7810,122,47753,540,0.3,1.3,Sigurdsson,169,0,1,0,2,0,0,0,0,0,0,0,48,47.2,49.2,22.0,11.9,164,65,84,58,174,94,139,71,3.0,,3.0,,1.0,
,,57513,0,0,-1,1,0,1,0.5,-0.5,0,Jonas,0.0,151,False,,,44,57513.jpg,0.0,Lössl,0.1,False,,a,7,11,0,1455,30,4563,87,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,40,391,19,348,17,413,40,,,,,,
75.0,100.0,59949,0,0,0,0,0,2,2.0,1.7,1,Seamus,2.2,152,False,Hamstring injury - 75% chance of playing,2020-10-17T15:00:18.270104Z,50,59949.jpg,3.0,Coleman,2.2,False,,d,7,11,15,175221,325,102473,3496,0.4,3.0,Coleman,357,0,1,1,5,0,0,0,0,0,0,1,81,92.8,30.3,24.0,14.8,63,20,133,32,160,41,102,26,,,,,,
0.0,0.0,66838,0,0,0,0,0,4,0.0,0.0,0,Cenk,0.0,153,False,Knee injury - Unknown return date,2020-08-15T10:00:11.707165Z,60,66838.jpg,0.0,Tosun,0.0,False,,i,7,11,0,324,9,485,14,0.0,0.0,Tosun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,567,64,568,66,567,66,569,66,,,,,,
,,100649,0,0,-2,2,0,3,0.5,-0.5,0,Bernard,0.0,154,False,,,58,100649.jpg,0.0,Anício Caldeira Duarte,0.1,False,,a,7,11,0,2770,27,9052,112,0.0,0.0,Bernard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,226,559,227,557,225,560,226,4.0,,4.0,,,
100.0,100.0,101188,0,0,1,-1,1,2,4.3,3.3,7,Lucas,3.8,155,True,,2020-10-15T01:00:17.029904Z,61,101188.jpg,5.4,Digne,15.8,False,,a,7,11,27,776942,44793,366173,3662,0.6,4.4,Digne,450,0,3,1,7,0,0,0,0,0,0,7,129,146.4,162.9,28.0,33.8,16,2,6,1,148,36,22,2,2.0,,2.0,,,
,,106611,0,0,0,0,1,2,5.0,4.0,8,Michael,4.5,156,False,,,50,106611.jpg,4.8,Keane,4.6,False,,a,7,11,24,265330,23886,109981,1215,0.9,4.8,Keane,450,2,0,1,7,0,0,0,0,0,0,1,111,157.4,22.1,76.0,25.6,14,1,168,44,47,3,44,7,,,,,,
,,111234,0,0,0,0,0,1,2.3,1.3,3,Jordan,1.8,157,False,,,50,111234.jpg,3.0,Pickford,8.7,False,,a,7,11,15,376741,4843,271918,5074,0.4,3.0,Pickford,450,0,0,1,7,0,0,0,0,0,14,1,86,107.6,10.0,0.0,11.9,43,4,248,2,512,52,137,3,,,,,,
100.0,100.0,120250,0,0,0,0,0,3,1.7,0.7,1,André Filipe,1.2,158,False,,2020-10-02T13:30:15.425544Z,55,120250.jpg,2.0,Tavares Gomes,0.3,False,,a,7,11,8,16502,244,25820,284,0.2,1.5,André Gomes,303,0,0,1,5,0,0,0,1,0,0,0,31,26.6,34.8,22.0,8.3,243,100,118,79,172,93,201,97,,,,,,
,,153133,0,0,-1,1,0,3,2.5,1.5,1,Alex,2.0,159,False,,,59,153133.jpg,2.0,Iwobi,0.2,False,,a,7,11,8,3180,103,7989,166,0.3,1.4,Iwobi,100,0,1,0,2,0,0,0,0,0,0,0,22,29.2,21.5,8.0,5.8,232,95,172,104,241,126,246,115,,,,,,
0.0,0.0,153673,-1,1,-2,2,0,2,0.0,0.0,0,Jonjoe,0.0,160,False,Ankle injury - Expected back 31 Oct,2020-09-30T21:00:17.565989Z,43,153673.jpg,0.0,Kenny,0.1,False,,i,7,11,0,2536,12,11563,140,0.0,0.0,Kenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,152,381,151,337,133,403,152,,,,,,
0.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,0.0,161,False,Achilles injury - Expected back 28 Nov,2020-08-15T10:00:11.729677Z,50,160987.jpg,0.0,Gbamin,0.0,False,,i,7,11,0,99,2,115,1,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,211,525,212,513,203,533,211,,,,,,
100.0,100.0,164511,0,0,0,0,0,2,3.5,2.5,1,Yerry,3.0,162,False,,2020-10-14T10:00:21.355993Z,55,164511.jpg,3.6,Mina,2.0,False,,a,7,11,18,82084,3720,51605,1433,0.5,3.3,Mina,450,1,0,1,7,0,0,0,0,0,0,1,96,136.0,3.1,40.0,17.9,20,5,279,93,114,21,72,12,,,,,,
,,173807,0,0,-1,1,0,3,1.3,0.3,0,Tom,0.8,163,False,,,54,173807.jpg,1.3,Davies,0.1,False,,a,7,11,4,2278,35,5689,106,0.1,0.7,Davies,92,0,0,0,2,0,0,0,0,0,0,0,24,22.2,2.8,0.0,2.5,252,103,283,145,540,218,313,139,,,,,,
,,177815,1,-1,7,-7,1,4,9.3,8.3,6,Dominic,8.8,164,True,,,77,177815.jpg,8.6,Calvert-Lewin,51.7,False,,a,7,11,43,3139240,81414,295304,2451,1.1,5.6,Calvert-Lewin,428,7,0,1,7,0,0,0,0,0,0,5,178,254.6,25.9,323.0,60.3,2,1,150,20,2,1,3,2,,,,,,
0.0,0.0,194164,0,0,-1,1,0,2,0.0,0.0,0,Mason,0.0,165,False,Toe Injury - Expected back 28 Nov,2020-09-06T01:30:17.999031Z,49,194164.jpg,0.0,Holgate,0.0,False,,i,7,11,0,238,4,5465,55,0.0,0.0,Holgate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,201,507,201,487,195,519,201,,,,,,
0.0,100.0,212319,0,0,-1,1,0,4,0.0,4.5,-1,Richarlison,5.0,166,False,Suspended until 21 Nov,2020-10-17T15:00:18.329404Z,79,212319.jpg,4.4,de Andrade,7.4,False,,s,7,11,22,382035,1151,581018,56658,0.6,2.8,Richarlison,382,1,3,1,5,0,0,0,1,1,0,4,84,107.6,52.2,193.0,35.1,44,11,78,8,10,7,19,9,,,,,2.0,
,,222627,0,0,-1,1,0,1,0.5,-0.5,0,João,0.0,167,False,,,44,222627.jpg,0.0,Virgínia,0.1,False,,a,7,11,0,546,18,2264,38,0.0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,46,416,26,376,24,437,46,,,,,,
,,232826,0,0,-1,1,0,3,0.5,-0.5,0,Anthony,0.0,168,False,,,44,232826.jpg,0.0,Gordon,0.5,False,,a,7,11,0,10990,387,32552,484,0.0,0.0,Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435,173,419,174,379,151,440,173,,,,,,
0.0,0.0,242058,0,0,-2,2,0,4,0.0,0.0,0,Moise,0.2,169,False,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,58,242058.jpg,1.0,Kean,0.3,False,,n,7,11,2,7687,20,29594,583,0.0,0.3,Kean,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11.0,0.9,559,61,307,42,216,39,341,41,,,,,3.0,
0.0,0.0,480455,0,0,-1,1,0,2,0.0,0.0,0,Jarrad,0.0,170,False,Ankle injury - Expected back 25 Oct,2020-09-17T01:30:16.017479Z,39,480455.jpg,0.0,Branthwaite,2.0,False,,i,7,11,0,44025,3372,166843,1869,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,131,349,131,299,107,370,131,,,,,,
100.0,100.0,119765,0,0,-1,1,0,3,1.7,0.7,1,Allan,1.2,502,False,,2020-09-30T21:00:18.185983Z,54,119765.jpg,2.0,Marques Loureiro,1.2,False,,a,7,11,8,65967,544,111955,985,0.2,1.5,Allan,360,0,0,1,5,0,0,0,1,0,0,0,41,58.4,21.3,8.0,8.7,133,50,173,105,239,125,190,91,,,,,,
,,60025,0,0,4,-4,1,3,9.5,8.5,4,James,9.0,508,True,,,79,60025.jpg,7.8,Rodríguez,42.0,False,,a,7,11,39,2506459,63347,406082,3303,1.1,4.9,Rodríguez,419,3,3,1,6,0,0,0,1,0,0,5,163,211.0,219.5,118.0,55.0,6,3,1,1,32,16,6,4,1.0,,1.0,,,
,,121599,0,0,-1,1,0,3,3.0,2.0,2,Abdoulaye,2.5,512,False,,,54,121599.jpg,2.6,Doucouré,1.5,False,,a,7,11,13,60453,589,124522,1499,0.5,2.4,Doucouré,411,0,1,1,7,0,0,0,1,0,0,0,83,80.8,97.7,47.0,22.5,85,32,26,17,88,48,53,29,,,,,,
,,495542,0,0,0,0,0,2,0.5,-0.5,0,Niels,0.0,559,False,,,40,495542.jpg,0.0,Nkounkou,0.1,False,,a,7,11,0,4327,314,1015,141,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,147,376,146,332,128,398,147,,,,,,
,,198826,0,0,0,0,0,2,2.7,1.7,1,Ben,1.0,566,False,,,50,198826.jpg,1.0,Godfrey,0.0,False,,a,7,11,1,1871,225,377,62,0.2,0.2,Godfrey,59,0,0,0,1,0,0,0,0,0,0,0,8,20.4,10.4,0.0,3.1,256,101,244,74,516,203,300,107,,,,,,
,,111782,0,0,0,0,0,1,2.3,1.3,0,Robin,0.0,573,False,,,45,111782.jpg,0.0,Olsen,0.0,False,,a,7,11,0,1284,81,327,30,0.0,0.0,Olsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,460,54,449,38,409,36,465,54,,,,,,
,,126187,0,0,-1,1,0,3,0.3,0.3,3,Ruben,0.8,115,False,,,59,126187.jpg,2.5,Loftus-Cheek,0.2,False,,a,8,54,5,5348,235,8519,96,0.1,0.8,Loftus-Cheek,140,0,0,1,1,0,0,0,0,0,0,0,19,0.0,1.3,0.0,0.0,564,229,308,150,564,228,566,229,,,,,,
,,40559,0,0,0,0,0,1,-0.5,-0.5,0,Fabricio,0.0,171,False,,,40,40559.jpg,0.0,Agosto Ramírez,1.8,False,,a,8,54,0,22304,459,29842,372,0.0,0.0,Fabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,27,353,6,303,4,374,27,,,,,,
,,55038,0,0,-2,2,0,3,-0.5,-0.5,0,Kevin,0.0,172,False,,,48,55038.jpg,0.0,McDonald,0.0,False,,a,8,54,0,707,10,3642,33,0.0,0.0,McDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,488,193,478,194,449,177,492,193,,,,,,
,,61739,-1,1,-2,2,0,2,-0.3,-0.3,0,Maxime,0.2,173,False,,,43,61739.jpg,0.5,Le Marchand,0.1,False,,a,8,54,1,673,44,7094,49,0.0,0.2,Le Marchand,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1.0,1.6,288,117,297,106,293,104,332,123,,,,,,
,,61916,0,0,-2,2,0,3,-0.5,-0.5,0,Stefan,0.0,174,False,,,48,61916.jpg,0.0,Johansen,0.0,False,,a,8,54,0,301,9,2087,19,0.0,0.0,Johansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,194,480,195,451,178,494,194,5.0,,,,,
,,76357,0,0,-2,2,0,3,1.0,1.0,3,Tom,1.5,175,False,,,53,76357.jpg,1.8,Cairney,0.1,False,,a,8,54,7,1503,12,12758,97,0.3,1.3,Cairney,350,0,0,1,7,0,0,0,2,0,0,0,57,32.4,56.7,7.0,9.6,222,89,69,48,245,129,173,84,4.0,,5.0,,,
,,82514,0,0,-1,1,0,2,1.7,1.7,6,Tim,2.2,176,False,,,44,82514.jpg,2.5,Ream,0.2,False,,a,8,54,10,3213,96,7352,64,0.5,2.3,Ream,350,0,0,1,7,0,0,0,0,0,0,0,75,50.8,2.8,0.0,5.4,155,63,282,95,355,142,252,85,,,,,,
