element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,player_id,name,position,team,gw
287,57,19,0,False,2020-10-24T11:30:00Z,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,-3535,59304,2552,6087,287,Ferran Torres,MID,12,6
287,66,15,3,False,2020-10-31T12:30:00Z,0.0,1.0,7,80,0,0,1,0,0,0,0,0,0,0,0,-5,6.4,3.3,85.0,9.5,69,493,60702,5745,5252,287,Ferran Torres,MID,12,7
288,18,20,0,False,2020-09-21T19:15:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-783,19182,1500,2283,288,Eric Garcia,DEF,12,2
288,24,9,0,True,2020-09-27T15:30:00Z,2.0,5.0,3,90,0,0,0,5,0,0,0,0,0,0,0,17,14.6,15.8,0.0,3.0,49,-4026,16149,1074,5100,288,Eric Garcia,DEF,12,3
288,33,10,0,False,2020-10-03T16:30:00Z,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-569,16980,1687,2256,288,Eric Garcia,DEF,12,4
288,44,1,0,True,2020-10-17T16:30:00Z,1.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-2566,14933,559,3125,288,Eric Garcia,DEF,12,5
288,57,19,2,False,2020-10-24T11:30:00Z,1.0,1.0,6,90,0,0,0,1,0,0,0,0,0,0,0,16,22.4,6.8,1.0,3.0,48,-266,15323,1050,1316,288,Eric Garcia,DEF,12,6
288,66,15,0,False,2020-10-31T12:30:00Z,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,719,16792,1624,905,288,Eric Garcia,DEF,12,7
537,18,20,0,False,2020-09-21T19:15:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,537,Adrián Bernabé,MID,12,2
537,24,9,0,True,2020-09-27T15:30:00Z,2.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,158,366,259,101,537,Adrián Bernabé,MID,12,3
537,33,10,0,False,2020-10-03T16:30:00Z,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-62,300,48,110,537,Adrián Bernabé,MID,12,4
537,44,1,0,True,2020-10-17T16:30:00Z,1.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-30,293,51,81,537,Adrián Bernabé,MID,12,5
537,57,19,0,False,2020-10-24T11:30:00Z,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,18,349,87,69,537,Adrián Bernabé,MID,12,6
537,66,15,0,False,2020-10-31T12:30:00Z,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,58,485,105,47,537,Adrián Bernabé,MID,12,7
538,18,20,0,False,2020-09-21T19:15:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,538,Zack Steffen,GK,12,2
538,24,9,0,True,2020-09-27T15:30:00Z,2.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,105,431,136,31,538,Zack Steffen,GK,12,3
538,33,10,0,False,2020-10-03T16:30:00Z,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,54,892,120,66,538,Zack Steffen,GK,12,4
538,44,1,0,True,2020-10-17T16:30:00Z,1.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2,1324,154,152,538,Zack Steffen,GK,12,5
538,57,19,0,False,2020-10-24T11:30:00Z,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-27,1519,105,132,538,Zack Steffen,GK,12,6
538,66,15,0,False,2020-10-31T12:30:00Z,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-27,1692,83,110,538,Zack Steffen,GK,12,7
539,18,20,0,False,2020-09-21T19:15:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,539,Liam Delap,FWD,12,2
539,24,9,1,True,2020-09-27T15:30:00Z,2.0,5.0,3,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,45,22979,32011,29701,6722,539,Liam Delap,FWD,12,3
539,33,10,0,False,2020-10-03T16:30:00Z,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,28634,71732,49221,20587,539,Liam Delap,FWD,12,4
539,44,1,0,True,2020-10-17T16:30:00Z,1.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3278,69304,17767,21045,539,Liam Delap,FWD,12,5
539,57,19,0,False,2020-10-24T11:30:00Z,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1746,74604,14720,12974,539,Liam Delap,FWD,12,6
539,66,15,0,False,2020-10-31T12:30:00Z,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-5069,69943,6476,11545,539,Liam Delap,FWD,12,7
552,24,9,0,True,2020-09-27T15:30:00Z,2.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,552,Cole Palmer,MID,12,3
552,33,10,0,False,2020-10-03T16:30:00Z,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,201,416,270,69,552,Cole Palmer,MID,12,4
552,44,1,0,True,2020-10-17T16:30:00Z,1.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,56,642,190,134,552,Cole Palmer,MID,12,5
552,57,19,0,False,2020-10-24T11:30:00Z,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,38,792,153,115,552,Cole Palmer,MID,12,6
552,66,15,0,False,2020-10-31T12:30:00Z,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9,855,82,91,552,Cole Palmer,MID,12,7
556,33,10,2,False,2020-10-03T16:30:00Z,1.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,13,19.8,0.5,8.0,2.8,55,6169,7762,7019,850,556,Rúben Santos Gato Alves Dias,DEF,12,4
556,44,1,5,True,2020-10-17T16:30:00Z,1.0,0.0,5,90,0,0,1,0,0,0,0,1,0,0,0,24,14.8,2.8,0.0,1.8,55,24210,39139,30281,6071,556,Rúben Santos Gato Alves Dias,DEF,12,5
556,57,19,2,False,2020-10-24T11:30:00Z,1.0,1.0,6,90,0,0,0,1,0,0,0,0,0,0,0,18,22.2,1.8,2.0,2.6,55,50505,95913,56079,5574,556,Rúben Santos Gato Alves Dias,DEF,12,6
556,66,15,6,False,2020-10-31T12:30:00Z,0.0,1.0,7,90,0,0,1,0,0,0,0,0,0,0,0,27,15.2,0.6,0.0,1.6,55,21735,119212,29272,7537,556,Rúben Santos Gato Alves Dias,DEF,12,7
595,66,15,0,False,2020-10-31T12:30:00Z,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,595,James Trafford,GK,12,7
289,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1606,11035,144,1750,289,Sergio Romero,GK,13,2
289,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2408,8733,49,2457,289,Sergio Romero,GK,13,3
289,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-991,7904,33,1024,289,Sergio Romero,GK,13,4
289,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-739,7260,68,807,289,Sergio Romero,GK,13,5
289,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-401,6926,32,433,289,Sergio Romero,GK,13,6
289,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-237,6734,27,264,289,Sergio Romero,GK,13,7
290,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-391,8726,641,1032,290,Juan Mata,MID,13,2
290,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1553,8065,361,1914,290,Juan Mata,MID,13,3
290,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-649,8183,611,1260,290,Juan Mata,MID,13,4
290,45,14,5,False,2020-10-17T19:00:00Z,1.0,4.0,5,90,0,1,0,1,0,0,0,0,0,0,0,24,29.8,46.5,19.0,9.5,59,-680,8292,529,1209,290,Juan Mata,MID,13,5
290,55,5,1,True,2020-10-24T16:30:00Z,0.0,0.0,6,57,0,0,0,0,0,0,0,0,0,0,0,10,9.0,38.9,11.0,5.9,59,937,10093,1741,804,290,Juan Mata,MID,13,6
290,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,91,10652,1069,978,290,Juan Mata,MID,13,7
291,15,6,1,True,2020-09-19T16:30:00Z,1.0,3.0,2,90,0,0,0,3,0,0,0,0,0,2,0,12,16.6,0.0,0.0,1.7,55,8554,296170,24934,16380,291,David de Gea,GK,13,2
291,19,3,2,False,2020-09-26T11:30:00Z,2.0,3.0,3,90,0,0,0,2,0,0,0,0,0,3,0,13,25.8,0.0,0.0,2.6,55,-17027,297884,18294,35321,291,David de Gea,GK,13,3
291,35,17,-1,True,2020-10-04T15:30:00Z,1.0,6.0,4,90,0,0,0,6,0,0,0,0,0,2,0,11,19.8,0.0,0.0,2.0,55,-23850,282198,5325,29175,291,David de Gea,GK,13,4
291,45,14,3,False,2020-10-17T19:00:00Z,1.0,4.0,5,90,0,0,0,1,0,0,0,0,0,4,0,15,26.6,0.0,0.0,2.7,55,-18230,275436,11854,30084,291,David de Gea,GK,13,5
291,55,5,6,True,2020-10-24T16:30:00Z,0.0,0.0,6,90,0,0,1,0,0,0,0,0,0,1,0,22,9.4,0.0,0.0,0.9,55,-7559,274878,8189,15748,291,David de Gea,GK,13,6
291,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1008,281089,7541,8549,291,David de Gea,GK,13,7
292,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-573,14080,1048,1621,292,Chris Smalling,DEF,13,2
292,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2608,12433,408,3016,292,Chris Smalling,DEF,13,3
292,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1693,11443,225,1918,292,Chris Smalling,DEF,13,4
292,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2284,9392,124,2408,292,Chris Smalling,DEF,13,5
292,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1200,8314,23,1223,292,Chris Smalling,DEF,13,6
292,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-553,7817,15,568,292,Chris Smalling,DEF,13,7
293,15,6,1,True,2020-09-19T16:30:00Z,1.0,3.0,2,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,65,-1023,21375,2047,3070,293,Odion Ighalo,FWD,13,2
293,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-4490,18756,942,5432,293,Odion Ighalo,FWD,13,3
293,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-3516,16479,481,3997,293,Odion Ighalo,FWD,13,4
293,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-1265,16484,1437,2702,293,Odion Ighalo,FWD,13,5
293,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-1302,15633,472,1774,293,Odion Ighalo,FWD,13,6
293,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-996,15021,213,1209,293,Odion Ighalo,FWD,13,7
294,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-354,4997,211,565,294,Marcos Rojo,DEF,13,2
294,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-748,4764,97,845,294,Marcos Rojo,DEF,13,3
294,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-519,4577,69,588,294,Marcos Rojo,DEF,13,4
294,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-326,4582,101,427,294,Marcos Rojo,DEF,13,5
294,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-177,4615,108,285,294,Marcos Rojo,DEF,13,6
294,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-179,4604,79,258,294,Marcos Rojo,DEF,13,7
295,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-198,18715,2081,2279,295,Nemanja Matic,MID,13,2
295,19,3,4,False,2020-09-26T11:30:00Z,2.0,3.0,3,90,0,1,0,2,0,0,0,1,0,0,0,19,22.6,4.6,9.0,3.6,50,-3205,16713,1197,4402,295,Nemanja Matic,MID,13,3
295,35,17,1,True,2020-10-04T15:30:00Z,1.0,6.0,4,45,0,0,0,4,0,0,0,0,0,0,0,6,4.4,12.6,0.0,1.7,50,1359,20209,3481,2122,295,Nemanja Matic,MID,13,4
295,45,14,1,False,2020-10-17T19:00:00Z,1.0,4.0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.3,0.0,0.2,50,-1799,19226,1488,3287,295,Nemanja Matic,MID,13,5
295,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1413,18331,735,2148,295,Nemanja Matic,MID,13,6
295,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1372,17264,426,1798,295,Nemanja Matic,MID,13,7
296,15,6,2,True,2020-09-19T16:30:00Z,1.0,3.0,2,66,0,0,0,1,0,0,0,0,0,0,0,7,15.6,6.8,16.0,3.8,80,15876,141119,31510,15634,296,Paul Pogba,MID,13,2
296,19,3,2,False,2020-09-26T11:30:00Z,2.0,3.0,3,64,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.0,80,-27439,122029,9465,36904,296,Paul Pogba,MID,13,3
296,35,17,2,True,2020-10-04T15:30:00Z,1.0,6.0,4,90,0,0,0,6,0,0,0,0,0,0,0,3,6.8,5.3,4.0,1.6,79,-16993,112089,7625,24618,296,Paul Pogba,MID,13,4
296,45,14,1,False,2020-10-17T19:00:00Z,1.0,4.0,5,21,0,0,0,0,0,0,0,0,0,0,0,6,7.4,11.7,0.0,1.9,79,-14759,103769,6031,20790,296,Paul Pogba,MID,13,5
296,55,5,1,True,2020-10-24T16:30:00Z,0.0,0.0,6,32,0,0,0,0,0,0,0,0,0,0,0,11,5.0,8.3,18.0,3.1,78,-5800,100931,6039,11839,296,Paul Pogba,MID,13,6
296,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,78,-4025,99359,5431,9456,296,Paul Pogba,MID,13,7
297,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-691,5746,266,957,297,Phil Jones,DEF,13,2
297,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1700,4082,52,1752,297,Phil Jones,DEF,13,3
297,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-613,3580,45,658,297,Phil Jones,DEF,13,4
297,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-353,3285,42,395,297,Phil Jones,DEF,13,5
297,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-165,3146,41,206,297,Phil Jones,DEF,13,6
297,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-146,3015,29,175,297,Phil Jones,DEF,13,7
298,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,90,0,0,0,3,0,0,0,1,0,0,0,14,14.8,4.6,4.0,2.3,55,11004,276468,28710,17706,298,Harry Maguire,DEF,13,2
298,19,3,4,False,2020-09-26T11:30:00Z,2.0,3.0,3,90,0,1,0,2,0,0,0,0,0,0,0,22,15.0,0.5,18.0,3.4,55,-28042,259603,17781,45823,298,Harry Maguire,DEF,13,3
298,35,17,-1,True,2020-10-04T15:30:00Z,1.0,6.0,4,90,0,0,0,6,0,0,0,0,0,0,0,7,0.0,0.9,2.0,0.3,55,-26765,240877,8706,35471,298,Harry Maguire,DEF,13,4
298,45,14,8,False,2020-10-17T19:00:00Z,1.0,4.0,5,90,1,0,0,1,0,0,0,0,0,0,0,24,46.8,0.8,38.0,8.6,54,-41565,202383,4057,45622,298,Harry Maguire,DEF,13,5
298,55,5,7,True,2020-10-24T16:30:00Z,0.0,0.0,6,90,0,0,1,0,0,0,0,0,0,0,1,29,22.6,11.3,18.0,5.2,54,-5327,201421,10741,16068,298,Harry Maguire,DEF,13,6
298,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,16904,224646,23411,6507,298,Harry Maguire,DEF,13,7
299,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-623,11306,935,1558,299,Frederico Rodrigues de Paula Santos,MID,13,2
299,19,3,1,False,2020-09-26T11:30:00Z,2.0,3.0,3,25,0,0,0,1,0,0,0,0,0,0,0,4,2.4,0.8,0.0,0.3,54,-2240,9885,497,2737,299,Frederico Rodrigues de Paula Santos,MID,13,3
299,35,17,1,True,2020-10-04T15:30:00Z,1.0,6.0,4,45,0,0,0,2,0,0,0,0,0,0,0,6,6.8,3.1,0.0,1.0,54,-874,9571,494,1368,299,Frederico Rodrigues de Paula Santos,MID,13,4
299,45,14,2,False,2020-10-17T19:00:00Z,1.0,4.0,5,68,0,0,0,1,0,0,0,0,0,0,0,15,12.6,12.8,10.0,3.5,54,-940,9023,319,1259,299,Frederico Rodrigues de Paula Santos,MID,13,5
299,55,5,2,True,2020-10-24T16:30:00Z,0.0,0.0,6,90,0,0,1,0,0,0,0,1,0,0,0,9,11.2,5.2,1.0,1.7,53,-16,9369,632,648,299,Frederico Rodrigues de Paula Santos,MID,13,6
299,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,753,10665,1450,697,299,Frederico Rodrigues de Paula Santos,MID,13,7
300,15,6,1,True,2020-09-19T16:30:00Z,1.0,3.0,2,90,0,0,0,3,0,0,0,0,0,0,0,15,12.8,7.8,2.0,2.3,50,20945,111268,36929,15984,300,Luke Shaw,DEF,13,2
300,19,3,1,False,2020-09-26T11:30:00Z,2.0,3.0,3,90,0,0,0,2,0,0,0,0,0,0,0,16,15.0,3.5,2.0,2.1,50,-3434,113514,17662,21096,300,Luke Shaw,DEF,13,3
300,35,17,-2,True,2020-10-04T15:30:00Z,1.0,6.0,4,90,0,0,0,6,0,0,0,1,0,0,0,7,12.0,15.8,0.0,2.8,50,-15258,99298,4090,19348,300,Luke Shaw,DEF,13,4
300,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,90,0,0,0,1,1,0,0,0,0,0,0,5,8.4,25.2,23.0,5.7,49,-18656,82452,3015,21671,300,Luke Shaw,DEF,13,5
300,55,5,5,True,2020-10-24T16:30:00Z,0.0,0.0,6,90,0,0,1,0,0,0,0,1,0,0,0,19,13.6,4.9,2.0,2.1,49,-10383,73392,1879,12262,300,Luke Shaw,DEF,13,6
300,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-161,74981,4326,4487,300,Luke Shaw,DEF,13,7
301,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-392,15558,1594,1986,301,Jesse Lingard,MID,13,2
301,19,3,0,False,2020-09-26T11:30:00Z,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-2884,14109,831,3715,301,Jesse Lingard,MID,13,3
301,35,17,0,True,2020-10-04T15:30:00Z,1.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1772,13422,604,2376,301,Jesse Lingard,MID,13,4
301,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1246,13022,492,1738,301,Jesse Lingard,MID,13,5
301,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1089,12175,221,1310,301,Jesse Lingard,MID,13,6
301,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1283,10962,49,1332,301,Jesse Lingard,MID,13,7
302,15,6,2,True,2020-09-19T16:30:00Z,1.0,3.0,2,90,0,0,0,3,0,0,0,0,0,0,0,13,25.6,78.4,25.0,12.9,105,451998,1623046,525858,73860,302,Bruno Miguel Borges Fernandes,MID,13,2
302,19,3,12,False,2020-09-26T11:30:00Z,2.0,3.0,3,90,1,1,0,2,0,0,0,1,0,0,3,40,60.6,40.8,19.0,12.0,105,-274258,1344788,80386,354644,302,Bruno Miguel Borges Fernandes,MID,13,3
302,35,17,6,True,2020-10-04T15:30:00Z,1.0,6.0,4,45,1,0,0,4,0,0,0,0,0,0,0,21,35.4,16.6,23.0,7.5,105,76237,1473422,187021,110784,302,Bruno Miguel Borges Fernandes,MID,13,4
302,45,14,11,False,2020-10-17T19:00:00Z,1.0,4.0,5,90,1,1,0,1,0,0,1,0,0,0,3,49,85.4,78.7,56.0,22.0,105,-1258,1508759,192662,193920,302,Bruno Miguel Borges Fernandes,MID,13,5
302,55,5,3,True,2020-10-24T16:30:00Z,0.0,0.0,6,90,0,0,1,0,0,0,0,0,0,0,0,14,18.6,60.9,16.0,9.6,105,85046,1609144,163779,78733,302,Bruno Miguel Borges Fernandes,MID,13,6
302,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,105,-17677,1601697,68832,86509,302,Bruno Miguel Borges Fernandes,MID,13,7
303,15,6,2,True,2020-09-19T16:30:00Z,1.0,3.0,2,90,0,0,0,3,0,0,0,0,0,0,0,4,1.2,6.0,28.0,3.5,90,340570,1156211,419865,79295,303,Anthony Martial,FWD,13,2
303,19,3,2,False,2020-09-26T11:30:00Z,2.0,3.0,3,89,0,0,0,1,0,0,0,0,0,0,0,6,1.6,3.8,28.0,3.3,90,-221548,929457,59278,280826,303,Anthony Martial,FWD,13,3
303,35,17,1,True,2020-10-04T15:30:00Z,1.0,6.0,4,27,0,1,0,6,0,0,0,0,1,0,0,0,0.8,1.3,6.0,0.8,89,-290358,655400,12984,303342,303,Anthony Martial,FWD,13,4
303,45,14,0,False,2020-10-17T19:00:00Z,1.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88,-317561,343479,3756,321317,303,Anthony Martial,FWD,13,5
303,55,5,0,True,2020-10-24T16:30:00Z,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88,-64934,290691,568,65502,303,Anthony Martial,FWD,13,6
303,64,1,0,True,2020-11-01T16:30:00Z,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88,-25060,268070,527,25587,303,Anthony Martial,FWD,13,7
304,15,6,0,True,2020-09-19T16:30:00Z,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-386,5704,331,717,304,Andreas Pereira,MID,13,2
